Escolaridad,Nivel Escolar,Ocupación,Ingreso,Cuenta de Nómina,Tarjeta de Débito,Tarjeta Dummy,Uso de Tarjeta,Bancos,BancoDummy,Tamaño de localidad,Región,RegionDummy,Genero,GeneroDummy,Edad
3,Secundaria.,trabajó por lo menos una hora,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,37
2,Primaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,62
3,Secundaria.,trabajó por lo menos una hora,3600,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,34
3,Secundaria.,trabajó por lo menos una hora,2000,No,Sí,1,2,No sabe,5,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,59
2,Primaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,34
4,Estudios técnicos con secundaria terminada,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,36
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,8000,Sí,Sí,1,2,Banorte,3,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,37
8,Licenciatura o ingeniería (profesional),Es estudiante,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,98
6,Preparatoria o bachillerato,trabajó por lo menos una hora,0,Sí,Sí,1,0,No sabe,5,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,55
2,Primaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,75
2,Primaria,trabajó por lo menos una hora,3000,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,49
6,Preparatoria o bachillerato,trabajó por lo menos una hora,5000,Sí,Sí,1,3,No sabe,5,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,24
6,Preparatoria o bachillerato,trabajó por lo menos una hora,4200,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,29
3,Secundaria.,trabajó por lo menos una hora,8000,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,52
2,Primaria,trabajó por lo menos una hora,2800,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,55
3,Secundaria.,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,53
6,Preparatoria o bachillerato,trabajó por lo menos una hora,6000,Sí,Sí,1,2,Citibanamex,1,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,48
2,Primaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,54
6,Preparatoria o bachillerato,trabajó por lo menos una hora,12000,No,Sí,1,3,BBVA,2,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,62
6,Preparatoria o bachillerato,trabajó por lo menos una hora,4800,Sí,Sí,1,2,HSBC,6,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,22
6,Preparatoria o bachillerato,trabajó por lo menos una hora,9000,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,31
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,0,No,Sí,1,15,Citibanamex,1,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,39
2,Primaria,trabajó por lo menos una hora,6000,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,45
8,Licenciatura o ingeniería (profesional),Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,Sí,1,20,BBVA,2,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,69
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,7000,No,Sí,1,3,Citibanamex,1,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,50
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,3000,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,59
8,Licenciatura o ingeniería (profesional),Es jubilada(o) o pensionada(o),0,No,Sí,1,1,No sabe,5,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,86
3,Secundaria.,trabajó por lo menos una hora,10000,Sí,Sí,1,0,BBVA,2,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,46
3,Secundaria.,trabajó por lo menos una hora,4000,Sí,Sí,1,2,Santander,4,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,37
6,Preparatoria o bachillerato,trabajó por lo menos una hora,0,Sí,Sí,1,2,No sabe,5,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,36
6,Preparatoria o bachillerato,trabajó por lo menos una hora,60000,No,Sí,1,12,BBVA,2,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,20
2,Primaria,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,53
8,Licenciatura o ingeniería (profesional),Es jubilada(o) o pensionada(o),0,No,Sí,1,2,Santander,4,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,76
6,Preparatoria o bachillerato,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,52
6,Preparatoria o bachillerato,trabajó por lo menos una hora,0,No,Sí,1,1,Banco Azteca,8,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,40
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,0,Sí,Sí,1,2,BBVA,2,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,31
2,Primaria,Es jubilada(o) o pensionada(o),0,No,Sí,1,1,HSBC,6,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,85
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,0,Sí,Sí,1,2,Banco Azteca,8,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,38
3,Secundaria.,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,Sí,1,1,BanCoppel,11,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,43
6,Preparatoria o bachillerato,trabajó por lo menos una hora,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,52
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,0,Sí,Sí,1,8,Citibanamex,1,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,40
3,Secundaria.,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,51
3,Secundaria.,trabajó por lo menos una hora,5600,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,43
3,Secundaria.,Es jubilada(o) o pensionada(o),0,No,Sí,1,1,Banco Azteca,8,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,65
6,Preparatoria o bachillerato,trabajó por lo menos una hora,10000,Sí,Sí,1,2,Banorte,3,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,51
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,3600,No,Sí,1,2,Banco Azteca,8,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,19
2,Primaria,Es jubilada(o) o pensionada(o),0,No,Sí,1,1,BBVA,2,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,60
3,Secundaria.,trabajó por lo menos una hora,3200,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,40
6,Preparatoria o bachillerato,trabajó por lo menos una hora,2800,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,58
3,Secundaria.,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,45
6,Preparatoria o bachillerato,trabajó por lo menos una hora,1200,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,24
6,Preparatoria o bachillerato,trabajó por lo menos una hora,4000,Sí,Sí,1,4,Banco Azteca,8,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,34
6,Preparatoria o bachillerato,trabajó por lo menos una hora,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,35
6,Preparatoria o bachillerato,trabajó por lo menos una hora,0,Sí,Sí,1,2,Banorte,3,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,29
3,Secundaria.,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,41
8,Licenciatura o ingeniería (profesional),Es estudiante,0,Sí,Sí,1,1,BBVA,2,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,20
2,Primaria,trabajó por lo menos una hora,6000,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,40
0,Ninguno,Es jubilada(o) o pensionada(o),0,No,Sí,1,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,78
7,Estudios técnicos con preparatoria terminada.,trabajó por lo menos una hora,6000,Sí,Sí,1,2,Santander,4,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,27
3,Secundaria.,trabajó por lo menos una hora,3600,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,34
6,Preparatoria o bachillerato,trabajó por lo menos una hora,6000,Sí,Sí,1,3,Citibanamex,1,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,46
8,Licenciatura o ingeniería (profesional),buscó trabajo,0,No,Sí,1,4,BanCoppel,11,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,30
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,6000,Sí,Sí,1,2,Banco Azteca,8,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,33
6,Preparatoria o bachillerato,Es estudiante,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,19
3,Secundaria.,trabajó por lo menos una hora,5000,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,39
3,Secundaria.,Es jubilada(o) o pensionada(o),0,No,Sí,1,3,Banco Azteca,8,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,75
6,Preparatoria o bachillerato,trabajó por lo menos una hora,0,Sí,Sí,1,5,BBVA,2,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,45
8,Licenciatura o ingeniería (profesional),No trabajó,500,Sí,Sí,1,0,Citibanamex,1,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,23
3,Secundaria.,trabajó por lo menos una hora,7500,Sí,Sí,1,0,HSBC,6,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,42
3,Secundaria.,trabajó por lo menos una hora,10000,Sí,Sí,1,10,Citibanamex,1,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,39
0,Ninguno,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,6000,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,64
6,Preparatoria o bachillerato,No trabajó,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,45
9,Maestría o doctorado,trabajó por lo menos una hora,30000,Sí,Sí,1,5,BBVA,2,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,27
3,Secundaria.,No trabajó,0,No,Sí,1,10,Citibanamex,1,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,68
3,Secundaria.,trabajó por lo menos una hora,4000,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,48
8,Licenciatura o ingeniería (profesional),Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,28
6,Preparatoria o bachillerato,No trabajó,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,19
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,0,Sí,Sí,1,4,Banorte,3,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,30
8,Licenciatura o ingeniería (profesional),Es estudiante,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,20
6,Preparatoria o bachillerato,trabajó por lo menos una hora,0,No,Sí,1,0,No sabe,5,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,55
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,0,Sí,Sí,1,60,BBVA,2,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,34
3,Secundaria.,trabajó por lo menos una hora,6000,Sí,Sí,1,0,Banco Azteca,8,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,48
3,Secundaria.,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,1000,No,Sí,1,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,24
6,Preparatoria o bachillerato,trabajó por lo menos una hora,5000,Sí,Sí,1,2,BBVA,2,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,34
3,Secundaria.,trabajó por lo menos una hora,4600,Sí,Sí,1,5,Banorte,3,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,30
2,Primaria,trabajó por lo menos una hora,6000,No,Sí,1,0,Citibanamex,1,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,37
2,Primaria,trabajó por lo menos una hora,1800,No,Sí,1,1,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,73
2,Primaria,trabajó por lo menos una hora,1600,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,42
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,13000,Sí,Sí,1,7,Citibanamex,1,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,26
6,Preparatoria o bachillerato,Es jubilada(o) o pensionada(o),0,No,Sí,1,1,BBVA,2,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,50
3,Secundaria.,trabajó por lo menos una hora,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,46
2,Primaria,No trabajó,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,62
3,Secundaria.,trabajó por lo menos una hora,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,40
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,12000,Sí,Sí,1,5,BBVA,2,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,25
6,Preparatoria o bachillerato,trabajó por lo menos una hora,2000,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,52
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Mujer,2,39
8,Licenciatura o ingeniería (profesional),trabajó por lo menos una hora,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,25
3,Secundaria.,trabajó por lo menos una hora,0,No,,,0,0,0,100 000 y más habitantes,"Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",6,Hombre,1,55
